School Number,District,School Code,Name,ENG,NEP,MATH,SCI,SOC,HPE,TOTAL,SAP,DIST,FIRST,SECOND,THIRD,PASS,FAIL,PASS PERCENT
2820,RAUTAHAT,35037,PATHIBHARA SECONDARY E B SCHOOL CHANDRAN,58.6,55,60.9,51.3,62.1,41.9,25,25,1,21,2,0,24,1,96
2821,RAUTAHAT,35038,MA VI BARGAJAWA,23.3,34.7,21.6,23.1,33.5,32.4,61,60,0,2,10,0,12,47,20
2822,RAUTAHAT,35039,MAHENDRA MA VI RAITOL PAURAI,23.2,29.1,20.8,17.7,37.8,26,47,47,0,2,4,1,7,40,14.89
2823,RAUTAHAT,35040,MA VI BRAHAMPURI,20.6,37.4,29.1,19.6,32.4,32.2,17,17,0,1,2,1,4,13,23.53
2824,RAUTAHAT,35041,MA VI MADHOPUR,15.8,36.8,28.7,15.5,40.7,36.6,32,32,0,1,3,0,4,28,12.5
2825,RAUTAHAT,35042,PRABHAT SECONDARY ENGLISH BOARDING SCHO,O 46.3,54.8,65.9,42.5,48.3,50.5,35,35,1,21,10,0,32,3,91.43
2826,RAUTAHAT,35043,RAM NARESH LAXMAN MA VI HAJAMINIYA,29.7,34.7,25.5,11,22,23,11,10,0,0,0,0,0,10,0
2827,RAUTAHAT,35044,MA VI BHEDIYAHI,17.3,34.3,16.7,13.1,19.9,28.5,26,26,0,0,1,0,1,25,3.85
2828,RAUTAHAT,35045,MA VI GAUR-8,23.6,42.6,33.2,20.2,30,35.9,29,29,0,0,7,2,9,20,31.03
2829,RAUTAHAT,35046,MA VI LAUKAHA-2,20.8,38,34.3,31.1,35.7,36.6,19,19,0,2,3,0,5,14,26.32
2830,RAUTAHAT,35047,MA VI TIKULIYA,21.6,42.9,22.8,13.4,25.8,26.9,11,11,0,0,0,0,0,11,0
2831,RAUTAHAT,35048,BAL NIKETAN SECONDARY BOARDING SCHOOL CH,64.7,60.4,72.6,52.5,66.8,43.7,13,13,0,12,0,0,12,1,92.31
2832,RAUTAHAT,35049,NEW DIVINE LIGHT SECONDARY ENGLISH BOARDIN,40.8,51.9,45.3,27.3,45,42.7,11,11,0,2,9,0,11,0,100
2833,BARA,36000,PRIVATE BARA,25.5,31.5,29.5,21,32.8,36.3,4,4,0,0,2,0,2,2,50
2834,BARA,36001,SIDDHESWOR SAN MA VI KALAIYA,11,23.7,9.5,22.5,26.5,33.5,10,10,0,0,0,0,0,10,0
2835,BARA,36002,SHREE TEEN CHANDRA MA VI KALAIYA,27.6,43,37.9,25.2,42.3,41.9,150,149,0,15,54,3,72,77,48.32
2836,BARA,36003,DURGA MA VI BAREWA,24.1,40.9,34.9,19.1,42,31.6,40,40,0,3,9,0,12,28,30
2837,BARA,36004,KANKALI MA VI SIMRONGADH,27.1,44.9,47.3,21,41.6,41.7,75,75,0,12,20,0,32,43,42.67
2838,BARA,36005,BENGA SAH MA VI PRASAUNI,27.5,44.5,36.3,22.6,41.6,35.4,47,47,0,2,15,2,19,28,40.43
2839,BARA,36006,JANATA MA VI RAMPUR,30.3,37.2,44.3,28.2,42.9,42.4,41,41,0,6,14,0,20,21,48.78
2840,BARA,36007,NEPAL RASTRIYA MA VI SAPAHI,32.1,43.9,46.9,26.5,40.1,35.2,97,97,0,9,49,11,69,28,71.13
2841,BARA,36008,GAURI SHANKAR HIGHER SECONDARY SCHOOL NIJ,27.6,42,43,25.2,51.8,39.6,150,150,0,16,54,8,78,71,52
2842,BARA,36009,JANATA MA VI UMJAN,26.6,45.4,43.5,24.4,37.1,47.1,36,36,0,6,8,0,14,22,38.89
2843,BARA,36010,BHOLA MA VI GANJABHAWANIPUR,26.8,40.2,28,21.9,37.9,34.7,67,66,0,9,10,0,19,47,28.79
2844,BARA,36011,RAM CHARITRA MA VI JAYANAGAR CHIUTAHA,16.1,27.4,23.8,22.4,25.5,36.7,102,98,0,2,10,1,13,85,13.27
2845,BARA,36012,MA VI NAGOUL JITPUR,18.6,39.3,29.2,13.7,39.2,34.1,101,101,0,3,10,2,15,86,14.85
2846,BARA,36013,NEPAL RASTRIYA MA VI PIPRADHI,20.1,36.1,38.8,28.1,29.6,42.3,70,70,0,2,15,1,18,52,25.71
2847,BARA,36014,GADHIMAI MAHENDRA MA VI BARIYARPUR,28.3,40.4,42.6,32.6,38.3,46.2,67,67,0,15,19,1,35,32,52.24
2848,BARA,36015,ANUP DIPANI MA VI KOLHBI,20.4,38.1,26.4,20.3,27.1,33.3,101,100,0,4,9,4,17,83,17
2849,BARA,36016,ANCHIT MA VI BATARA,19.6,37.5,32,19.3,36.1,38.1,36,36,0,0,13,0,13,23,36.11
2850,BARA,36017,NEPAL RASTRIYA MA VI MATIARWA,28.9,39,30.6,24.5,38.6,41.6,21,21,0,0,8,2,10,11,47.62
2851,BARA,36018,NEPAL RASTRIYA MA VI DUMARWANA,27.8,50.1,46.4,24.3,41.1,39.4,92,92,2,11,32,1,46,46,50
2852,BARA,36019,NEPAL RASTRIYA MA VI PHATTEPUR,23.7,40.6,35.5,18.1,36.4,33.3,47,47,0,3,5,4,12,35,25.53
2853,BARA,36020,NEPAL RASTRIYA MA VI PIPARPATI,26.2,43.9,38.2,26.2,41.4,41.3,33,33,0,3,12,1,16,17,48.48
2854,BARA,36021,PANNA DEVI KANYA MA VI KALAIYA,20.3,35.7,23.8,24.4,36.1,42.3,58,58,0,3,5,0,8,50,13.79
2855,BARA,36022,NEPAL RASTRIYA MA VI PIPRA SIMARA,33.3,43.8,49,30,40.6,44.5,155,155,0,13,81,7,101,54,65.16
2856,BARA,36023,SARWAJANIK MA VI NIJGADHA,25.8,51.7,46.7,32.9,45.4,41.2,44,42,0,5,23,0,28,14,66.67
2857,BARA,36024,JANATA MA VI KACHARWA,30.8,44.6,53,33.3,40.1,47,29,29,0,4,15,1,20,9,68.97
2858,BARA,36025,AMAR MA VI DOHARI MAJHAULIYA,23.7,42.1,34.8,21.6,36.5,35.1,57,57,0,2,14,1,17,40,29.82
2859,BARA,36026,NEPAL RASTRIYA MA VI KALAIYA,28.4,44.5,37.8,20.7,41.8,40.3,114,114,0,18,20,0,38,76,33.33
2860,BARA,36027,GAMVIRA BRAJKISHOR MA VI GADHAL,15.4,35.8,18.6,14.4,30.3,32.8,59,59,0,0,3,0,3,56,5.08
2861,BARA,36028,NEPAL RASTRIYA MA VI MANHARWA,25.9,44.2,30.7,20.2,36,35.5,71,69,0,3,17,1,21,48,30.43
2862,BARA,36029,BHARAT BABA ENGLISH SECONDARY BOARDING S,C 66.3,60.7,88.9,45.2,64.9,59.7,36,36,5,31,0,0,36,0,100
2863,BARA,36030,MANI MA VI THASKOL,23,40.9,30.4,16.5,43.8,35.7,46,46,0,2,9,0,11,35,23.91
2864,BARA,36031,JANA SAMUDAYIK MA VI MADHUWAN,21,38.9,32,16.8,31.7,32.2,62,60,0,2,3,0,5,55,8.33
2865,BARA,36032,NEPAL RASTRIYA MA VI DEWAPUR BAHUARWA,18.7,30.6,33,19.2,34.4,35.7,14,14,0,0,1,3,4,10,28.57
2866,BARA,36033,BHOJ BHAGAT MA VI LIPANIMAL,26.8,41.6,41,23.4,40.2,33,57,57,0,1,17,7,25,32,43.86
2867,BARA,36034,NEPAL MA VI AMALEKHAGANJ,26.7,41.7,40.3,15.2,40.7,36.6,55,55,0,3,10,0,13,42,23.64
2868,BARA,36035,JANATA MA VI BUDDHAGAI,16.8,36.4,19,15.3,29.2,34.6,59,59,0,1,4,0,5,54,8.47
2869,BARA,36036,BAL EKATA ENGLISH BOARDING SCHOOL KALAIYA,59.3,61.5,85,51.9,68.7,55.9,32,32,4,28,0,0,32,0,100
2870,BARA,36037,NEPAL RASTRIYA MA VI KAWAHI JAGGAT,18.4,33.8,22.3,18.4,27.7,35.3,23,22,0,1,3,0,4,18,18.18
2871,BARA,36038,JANAJAGRITI MA VI SAKHUWAGHAT,26.5,49.1,47.6,22.1,49.8,50.2,48,48,0,9,13,0,22,26,45.83
2872,BARA,36039,TAPI MA VI BHODAHA,26.6,35.7,41.3,26.9,39.7,42.1,32,32,0,0,16,1,17,15,53.13
2873,BARA,36040,NEPAL RASTRIYA MA VI BAKULIYA BHAWANIPUR,26.3,45.4,45.4,22.9,46.2,41.5,54,54,0,5,17,0,22,32,40.74
2874,BARA,36041,NEPAL RASTRIYA MA VI BHARATGUNJ SIGAUL,24.2,47.1,25.6,22.2,33.3,29.8,43,43,0,0,7,4,11,31,25.58
2875,BARA,36042,NEPAL RASTRIYA MA VI HARDIYA AWARAIYA,17.7,28.7,17.3,15.7,29.7,33.8,26,26,0,0,2,0,2,23,7.69
2876,BARA,36043,JANTA MA VI RAJGHATTA DUMARWANA,24.4,48.8,42.3,28.3,46.5,37.3,67,67,0,6,28,1,35,32,52.24
2877,BARA,36044,GALAXY PUBLIC SCHOOL KALAIYA,56.4,59,83.8,48.6,61.5,64.6,28,28,5,23,0,0,28,0,100
2878,BARA,36045,JANATA MA VI KAKADI PARASAUNA,17.1,42.1,29.2,21.9,29.4,27.2,63,61,0,0,7,4,11,50,18.03
2879,BARA,36046,NEPAL RASTRIYA MA VI ITIYAHI,22.9,31.3,34.1,24.3,33.3,40.7,15,15,0,1,3,0,4,11,26.67
2880,BARA,36047,NEPAL RASTRIYA MA VI AURAHA SIMARA,29.1,47.3,48.1,31.1,44.8,37.8,52,52,1,7,28,3,39,13,75
2881,BARA,36048,ANJU ADARSHA ENGLISH BOARDING SCHOOL NIJG,63.6,56.2,72.3,36.5,36.8,51.2,17,17,0,16,1,0,17,0,100
2882,BARA,36049,GREEN VALLY SECONDARY BOARDING SCHOOL KA,54,53.8,85.2,39.8,69.7,59,6,6,0,6,0,0,6,0,100
2883,BARA,36050,EVERGREEN ENGLISH SECONDARY SCHOOL JEETP,58.2,59.1,74.8,51.4,72.2,44.7,17,17,1,15,1,0,17,0,100
2884,BARA,36051,HOLY ANGELS SECONDARY BOARDING SCHOOL NI,56.6,50.9,66.7,46.8,74.4,49.1,14,13,0,13,0,0,13,0,100
2885,BARA,36052,SARASWATI NEPAL RASTRIYA MA VI INARWASIRA,23.7,33.1,31.5,18.8,33.9,41.2,28,28,0,0,2,1,3,25,10.71
2886,BARA,36053,NETRODAY MA VI YOJANATOL NIJAGADH,16.9,40.4,21.6,20,31.5,26,41,38,0,0,2,3,5,33,13.16
2887,BARA,36054,HOLY RAJ ENGLISH SCHOOL JEETPUR,39,60,73,46,63,43,1,1,0,1,0,0,1,0,100
2888,BARA,36055,LOTUS ACADEMY MA VI SIMARA,62,66.8,92.3,61.5,72.4,51.4,8,8,3,5,0,0,8,0,100
2889,BARA,36056,VIDYASAGAR BOARDING SCHOOL NIJGADH,65.7,52.3,69,38.6,64.3,55.9,11,11,0,7,0,0,7,4,63.64
2890,BARA,36057,MOUNT EVEREST SECONDARY ENGLISH SCHOOL S,59.7,59.4,88.4,56.5,68.6,50.7,33,33,5,28,0,0,33,0,100
2891,BARA,36058,NEPAL RASTRIYA MA VI RATANPUR,20.1,38.1,28,23.2,44.1,37.9,33,33,0,2,5,1,8,25,24.24
2892,BARA,36059,EKATA PUBLIC SECONDARY BOARDING SCHOOL SI,60.7,58.3,83.4,54.1,65.3,51.8,10,10,1,9,0,0,10,0,100
2893,BARA,36060,JEEVAN JYOTI SECONDARY ENGLISH BOARDING S,C 51.3,46.2,68.9,43.6,60.8,40.2,28,28,0,16,12,0,28,0,100
2894,BARA,36061,GAURI SHANKAR MA VI NIJGADH-5,39.2,49.8,48,35.1,44.6,42.1,34,34,0,5,25,0,30,4,88.24
2895,BARA,36062,JYOTI PARADISE SECONDARY ENGLISH BOARDING,55,56.2,80.3,46.2,54,51.1,13,12,1,11,0,0,12,0,100
2896,BARA,36063,NEPAL RASTRIYA MA VI RAGHUNATHPUR,26.8,48.5,41.6,21.5,41.6,41.2,36,36,0,1,13,1,15,21,41.67
2897,BARA,36064,THE SUNNY ACADEMY ENGLISH BOARDING SCHOO,61.4,56,92.7,52,68.3,63.9,7,7,3,4,0,0,7,0,100
2898,BARA,36065,NEPAL RASTRIYA MA VI BENAULI PACHARAUTA,17.4,28.4,19.1,17.6,27.3,30.3,14,14,0,0,1,1,2,12,14.29
2899,BARA,36066,BRIGHTLAND ENGLISH BOARDING SCHOOL KALAIY,67,66.2,90,51.6,76.2,58.7,10,10,5,5,0,0,10,0,100
2900,PARSA,37000,PRIVATE PARSA,43,51.5,38.5,37.5,41.5,47.5,2,2,0,1,1,0,2,0,100
2901,PARSA,37001,DEEP NARAYAN ADARSHA MA VI AURAHA,15.5,31.1,28.2,20.9,26.9,28.3,61,61,0,3,5,0,8,53,13.11
2902,PARSA,37003,MAISTHAN VIDYAPITH MA VI BIRGUNJ,30.5,40.6,46.2,20.5,35.1,41.8,41,41,0,1,12,0,13,28,31.71
2903,PARSA,37004,SUNDARMAL RAMKUMAR KANYA MA VI BIRGUNJ,31.9,40.6,37.9,21.7,33.6,31.7,31,30,0,0,10,2,12,17,40
2904,PARSA,37005,MA VI BIJAYA BASTI,26.5,36.2,32.7,18.5,33.9,29.1,35,35,0,1,7,1,9,26,25.71
2905,PARSA,37006,NEPAL RASTRIYA MA VI BARBACHHOTAILI,26.4,51,45,26.2,41.7,40.5,31,31,0,3,13,1,17,14,54.84
2906,PARSA,37007,GYAN BATIKA MA VI SUWARNAPUR,23.3,36,35.7,23.7,30.1,25.6,39,39,0,0,11,5,16,23,41.03
2907,PARSA,37008,DWAR DEVI MA VI ALAU,34.4,48.3,51.9,22.1,34.1,34.8,12,12,0,1,6,0,7,5,58.33
2908,PARSA,37009,NEPAL RAILWAY MA VI GOSHWARA ROAD BIRGUNJ,34.9,46.6,48.7,17.4,32.6,32.4,60,60,0,8,12,0,20,40,33.33
2909,PARSA,37010,CHILDREN'S PARADISE MA VI BIRGUNJ,41.9,39.9,42.3,29.4,43.3,35.7,13,13,0,3,3,0,6,7,46.15
2910,PARSA,37011,JILLA UCHANGAL MA VI POKHARIYA,29.2,40.5,45.3,25.3,39.9,32.1,55,54,0,9,11,7,27,27,50
2911,PARSA,37012,NEPAL RASTRIYA VIDYAPITH MA VI SRIPUR MURALI,38.1,49.5,45.6,16.7,34.9,36.4,69,68,0,4,17,2,23,45,33.82
2912,PARSA,37013,RADHA KRISHNA CHAURASIYA MA VI BAHUARWABH,25.4,33.1,34.8,26,30.6,31.9,87,86,0,5,13,10,28,58,32.56
2913,PARSA,37014,RAM CHARITRA BHAGAT MA VI PAKAHA MAINPUR,30.4,40.5,51,33.1,34.6,45.8,10,10,0,0,5,0,5,5,50
2914,PARSA,37015,SHARADA MA VI BAHUARI SUGOULI,24.9,41.9,37.7,13.1,30.9,31.1,16,16,0,0,2,0,2,14,12.5
2915,PARSA,37016,TRIBHUVAN HANUMAN MA VI BIRGUNJ,26.5,44.4,41.9,26.7,36.1,39.5,37,36,0,5,6,1,12,24,33.33
2916,PARSA,37017,MANGAL MA VI BHISWA,30.3,43.5,46,17.3,31.2,34.8,44,44,0,4,9,2,15,29,34.09
2917,PARSA,37018,SIDDHARTHA MA VI SUGARMILLS BIRGUNJ,39.3,43.6,61,34,38.2,41.8,159,156,2,39,95,5,141,15,90.38
2918,PARSA,37019,SARASWATI MA VI GAUTAM NAGAR,20.6,37.3,24.3,16.4,28.5,31.9,80,80,0,0,9,1,10,70,12.5
2919,PARSA,37020,TRI JUDDHA MAHABIR PRASAD RAGHUBIR RAM MA,38.5,45.8,55.8,31.4,35.9,47.2,120,119,0,28,60,4,92,27,77.31
2920,PARSA,37021,GYAN JYOTI MA VI BIRTA BIRGUNJ,61.6,56.5,66.2,33,50.6,55.7,128,128,4,81,11,0,96,32,75
2921,PARSA,37022,GAUTAM ENGLISH MA VI BIRGUNJ,59,53.4,81.1,51.2,59.5,53,93,93,14,73,4,0,91,2,97.85
2922,PARSA,37023,NEPAL RASTRIYA MA VI DOKAILA BAHUWARI,29.7,40.1,41.2,16,30.6,30.4,34,34,0,3,5,0,8,26,23.53
2923,PARSA,37024,MOUNT EDMUND MA VI OM ASHRAM,50,45.9,51.9,32,43.4,45.4,40,40,1,11,9,0,21,19,52.5
2924,PARSA,37025,MINI LAND ENGLISH MA VI BIRGUNJ,49.4,40,69.1,37.5,48.6,45.5,91,91,3,43,26,0,72,19,79.12
2925,PARSA,37026,BITO MAHATO JANATA MA VI JITPUR NAUKATOLA,15.8,24.7,32.1,16.7,24,30,59,58,0,0,5,2,7,51,12.07
2926,PARSA,37027,MAHANANDA PRASAD UPADHYAY MA VI BAGAHI,26.6,35.7,41.1,23.9,38.4,31.7,9,9,0,0,4,0,4,5,44.44
2927,PARSA,37028,HIMALAYAN SECONDARY SCHOOL SHREEPUR,52.8,48.8,57.1,33.9,47.6,45.3,39,39,2,13,11,0,26,13,66.67
2928,PARSA,37029,G H P SCHOOL SHREEPUR BIRGUNJ,56.6,51.9,72.3,46.9,48.5,46.3,38,38,2,25,11,0,38,0,100
2929,PARSA,37030,GYAN VATIKA BOARDING ENGLISH SCHOOL BIRGU,49.3,35.6,58.7,29.9,41.2,34,54,53,0,17,16,1,34,19,64.15
2930,PARSA,37031,NEPAL RASTRIYA MA VI ODAR,26.3,42.6,33.9,16.6,31.8,35.6,17,17,0,0,4,0,4,13,23.53
2931,PARSA,37032,D A V RUKMINI BANARSI KEDIA SCHOOL BIRGUNJ,52.1,41.5,55.5,41,47.1,44.6,12,12,0,4,7,0,11,1,91.67
2932,PARSA,37033,CHILDREN'S WORLD SECONDARY SCHOOL BIRGUN,53.2,43,40.6,26.1,40.9,49.4,14,14,1,2,2,0,5,9,35.71
2933,PARSA,37034,RAM CHARAN SAH PANNALAL MA VI ADARSHANAG,A 30.2,42.1,35.9,22,39.2,43.5,12,12,0,1,4,1,6,6,50
2934,PARSA,37035,HOLY LAND ENGLISH SECONDARY SCHOOL SHREE,51.6,51.2,75,39.4,47.7,41.7,17,17,0,11,5,0,16,1,94.12
2935,PARSA,37036,MARIGOLD ENGLISH BOARDING MA VI RESHAMKOT,57.9,53.8,71.6,50.9,51.4,47.8,36,36,1,24,4,0,29,7,80.56
2936,PARSA,37037,ADARSH ENGLISH MA VI ADARSH NAGAR BIRGUNJ,58.3,49,77.2,38.3,51.3,50.7,21,21,1,13,4,1,19,2,90.48
2937,PARSA,37038,LITTLE ANGLES' SCHOOL ADARSHA NAGAR,59.9,52.2,73.3,54.3,55.9,48.5,37,37,2,25,6,0,33,4,89.19
2938,PARSA,37039,RAMSWARUP RAMPRIT CHAURASIYA MA VI JHAUW,16.8,23.9,17.9,16.9,22.7,30.3,29,28,0,0,2,0,2,26,7.14
2939,PARSA,37040,DEV DAS ENGLISH SECONDARY SCHOOL MAISTHA,43.5,39.1,62.5,37.3,44.9,42.6,11,11,0,4,6,0,10,1,90.91
2940,PARSA,37041,KALI PRASAD LAKHE MA VI LANGADI,19.5,28.2,38,21.8,28.7,32.3,23,23,0,0,8,2,10,13,43.48
2941,PARSA,37042,MOON LIGHT ENGLISH BOARDING SCHOOL RESHA,49.8,47.3,60.1,39.8,47.9,43.8,14,14,1,5,7,0,13,1,92.86
2942,PARSA,37043,GYAN NIKETAN SECONDARY BOARDING SCHOOL J,46.1,44.4,50.8,25.6,46,41,8,8,0,1,2,0,3,5,37.5
2943,PARSA,37044,JEEVAN JYOTI SECONDARY SCHOOL BIRGANJ,48.7,47.5,57.6,46,44.2,44.4,26,26,0,10,5,0,15,11,57.69
2944,PARSA,37045,ST XAVIER,55.6,47.1,86.8,57.6,56.2,48.8,14,14,1,10,1,0,12,2,85.71
2945,PARSA,37046,NRISINGH MA VI PIPRAMATH,28.3,37.8,33.3,17.3,32.5,30,29,29,0,3,3,1,7,22,24.14
2946,PARSA,37047,MANAKAMANA SECONDARY SCHOOL BIRGUNJ,51.8,51.8,68.7,41.5,55.7,53.3,28,28,3,14,8,0,25,3,89.29
2947,PARSA,37048,DEEPA SECONDARY RESIDENTIAL ENGLISH BOARD,54.5,57.5,79.5,44.5,49.5,48,2,2,0,2,0,0,2,0,100
2948,PARSA,37049,ALPINE ENGLISH BOARDING SCHOOL TEJARATHTO,54.5,47.1,56.4,30.8,45.3,50.4,20,20,0,9,4,0,13,7,65
2949,PARSA,37050,BHANGI SAH NEPAL RASTRIYA MA VI BISHRAMPUR,32.2,38.4,55.1,27.5,39.5,34.6,19,19,0,0,12,2,14,5,73.68
2950,PARSA,37051,JANATA MA VI PAKADIYA BADHANIHAR,29.9,42.9,31.9,19.4,37.7,43.4,28,28,0,2,3,1,6,22,21.43
2951,PARSA,37052,NEPAL RASTRIYA MA VI RANGAPUR,17.4,33.2,25.5,21.4,32.3,33.6,26,25,0,1,3,1,5,20,20
2952,PARSA,37054,VIDHYA SAGAR SECONDARY SCHOOL CHHAPKAIYA,46.8,45.8,71.8,37.6,48,45.3,8,8,0,4,4,0,8,0,100
2953,PARSA,37055,NEPAL RASTRIYA MA VI SOLAKHPUR,21.6,40.4,37.2,27.7,35.8,31.3,43,43,0,2,10,4,16,27,37.21
2954,PARSA,37056,VIDHYA SADAN SECONDARY SCHOOL MURLI-15 BIR,45,37.5,65.5,52,52.5,46,2,2,0,1,1,0,2,0,100
2955,PARSA,37057,M E S PUBLIC SCHOOL CHHAPKAIYA 3,57.4,46.2,75,44.7,52.5,49,10,10,0,7,3,0,10,0,100
2956,PARSA,37058,GRACE SECONDARY SCHOOL,59.5,45.5,54,27,43.5,45,2,2,0,1,1,0,2,0,100
2957,PARSA,37059,BIRGANJ RATRI MA VI,28.8,36.1,38.9,20.1,32,38.3,9,9,0,0,4,0,4,5,44.44
2958,PARSA,37060,BEACON ENGLISH SCHOOL BHAGAWATI TOLE-5,44.9,43,53.2,33,39.7,40.1,23,23,0,5,11,0,16,7,69.57
2959,PARSA,37061,"GALAXY SECONDARY SCHOOL, BIRGUNJ",31.5,29,27.8,17.8,31.8,40,4,4,0,0,1,0,1,3,25
2960,PARSA,37062,NEPAL RASTRIYA MA VI BADERWA,20.6,37.8,30.3,24.4,35.1,33.5,55,55,0,4,9,1,14,41,25.45
2961,GORKHA,38000,PRIVATE GORKHA,28.8,43.4,12.3,18.9,39.1,45.4,9,9,0,0,0,0,0,9,0
2962,GORKHA,38001,BHIMODAYA MA VI ARUGHAT,32.3,49.7,40.3,34.1,50.6,49.5,88,88,0,9,55,0,64,24,72.73
2963,GORKHA,38002,MANDALI MA VI CHHOPRAK,27.9,55.6,32.2,24,41.7,42.2,50,50,0,4,13,0,17,33,34
2964,GORKHA,38003,SHAKTI MA VI PATECHOUR,41,58.1,44.4,26.5,51,47.2,135,135,1,39,42,1,83,52,61.48
2965,GORKHA,38004,BIJAYA BHAWANI MA VI MAKAISING,33.9,51.6,30.9,26.8,43.6,39.9,41,41,0,2,17,2,21,20,51.22
2966,GORKHA,38005,JANASHAKTI MA VI NAMJUNG,36.4,56.4,44.2,36.9,49.2,53.3,70,70,1,22,35,0,58,12,82.86
2967,GORKHA,38006,SHAHID SMRITI MA VI BUNGKOT,30.5,49.7,38.9,29.4,43.6,51.2,86,86,0,11,42,0,53,33,61.63
2968,GORKHA,38007,MANAKAMANA MA VI MANAKAMANA,25.1,50.5,26.4,20.1,40.5,49.6,64,63,0,1,17,1,19,44,30.16
2969,GORKHA,38008,JIVAN JYOTI MA VI CHYANGLI BIRUWATAR,23.5,55.2,33.7,20.8,39.1,41.3,64,63,0,5,12,1,18,45,28.57
2970,GORKHA,38009,JANAKALYAN MA VI SRINATHKOT TALLOGOHORE,25.7,44.5,27.7,28.6,41.3,39.9,52,52,0,2,14,2,18,34,34.62
2971,GORKHA,38010,HIMALAYA MA VI JHYANWA SIMJUNG,23.3,44.4,24.8,23.8,35,32.5,43,42,0,2,7,0,9,33,21.43
2972,GORKHA,38011,LAXMI MA VI GAIKHUR,22.2,52.6,42,25.5,45,50.4,40,40,0,3,11,0,14,26,35
2973,GORKHA,38012,AMAR JYOTI JANATA MA VI LUINTEL PALUNGTAR,29.4,52.9,45.9,35.1,45.1,51.8,62,62,0,18,20,0,38,24,61.29
2974,GORKHA,38013,JANATA MA VI AAMPPIPAL,33.7,44.5,25.7,26.4,46.8,45.1,70,70,0,3,22,0,25,45,35.71
2975,GORKHA,38014,DULLAV MA VI GHYAMPESAL,34.8,48.9,31.5,27.2,40.4,44.8,99,99,0,6,29,5,40,59,40.4
2976,GORKHA,38015,PAROPAKAR ADARSHA MA VI JAUBARI,30.9,59.4,45.6,35.4,49.6,46.9,37,37,0,8,21,0,29,8,78.38
2977,GORKHA,38016,GYAN JYOTI MA VI LAPSIBOAT HANSAPUR,33,56.5,36,24.8,43,43.6,101,101,0,6,55,2,63,38,62.38
2978,GORKHA,38017,AHAL BHANJYANG MA VI THALAJUNG,32.8,43.9,22.3,24.5,45,40.5,10,10,0,0,3,0,3,7,30
2979,GORKHA,38018,BHAWANI MA VI THANTIPOKHARI,20.7,48.7,29.1,24.1,45.8,45.4,87,87,0,9,9,0,18,69,20.69
2980,GORKHA,38019,VINDHYABASINEE MA VI NARESHOR BHOGTENI,37.7,56.5,35.8,30.1,47.9,47.8,62,62,0,10,28,1,39,23,62.9
2981,GORKHA,38020,SURYA JYOTI MA VI TAKU PALKHU,33,53.9,37,27.6,38.2,45.5,53,53,0,3,24,2,29,24,54.72
2982,GORKHA,38021,SARASWATI MA VI BORLANG,34.9,53.3,54.8,37.9,49.7,53,55,55,0,23,29,0,52,3,94.55
2983,GORKHA,38022,SANSKRIT MA VI TANDRANG,33.3,51.4,37.4,34.2,45.2,50,44,44,0,4,27,0,31,13,70.45
2984,GORKHA,38023,GYANMARGA MA VI GHYALCHOWK,31.2,52.9,38.3,24.6,41.8,48.9,58,58,0,3,29,0,32,26,55.17
2985,GORKHA,38024,MAHENDRA LILA MA VI HARMI,35.2,47.7,30.1,33.4,46.1,46.1,36,36,0,5,13,0,18,18,50
2986,GORKHA,38025,RAM SHAH MA VI DEURALI,31.2,52.7,38.5,35,50.2,45.5,26,26,0,2,10,0,12,14,46.15
2987,GORKHA,38026,SARASWATI MA VI AAHALE,34.9,51.6,46.9,28.8,48.8,41.5,57,57,0,9,35,1,45,12,78.95
2988,GORKHA,38027,JANAJYOTI MA VI CHIPLETI,37.5,56.4,31.6,22,50.1,47,8,8,0,1,3,0,4,4,50
2989,GORKHA,38028,ANNAPURNA MA VI KHOPLANG,27,55.4,28.7,28.1,48.5,44.6,51,50,0,5,12,0,17,33,34
2990,GORKHA,38029,BHAGABATI HIMALAYA MA VI BATASE,34.6,56.8,27.5,25.4,49.8,47.5,50,50,0,2,21,0,23,27,46
2991,GORKHA,38030,MAHENDRA JYOTI MA VI POKHARITHOK,36,53.1,29.6,26.3,47.3,43.4,86,86,0,7,25,3,35,51,40.7
2992,GORKHA,38031,HIMALAYA MA VI BARPAK,32.9,43.8,25.6,19.5,41.8,44.6,33,33,0,1,8,0,9,24,27.27
2993,GORKHA,38032,BHAIRAVASHRAM MA VI FUJEL,31.6,61.6,47.3,30.7,49.9,45.1,54,54,0,7,42,0,49,5,90.74
2994,GORKHA,38033,MAHENDRA MA VI KANDURTAR,27.2,54.3,30,28.9,48.5,41.1,52,52,0,5,13,1,19,33,36.54
2995,GORKHA,38034,SANSARI MAHENDRA MA VI NAYAN SANDHU,30.8,59.1,37.2,25.9,44.3,45.5,36,36,0,2,24,0,26,10,72.22
2996,GORKHA,38035,MAHALAXMI MA VI LAXMIBAZAR,28.4,53.3,44.8,34.4,48.8,43.3,59,59,0,7,34,0,41,18,69.49
2997,GORKHA,38036,CHATURMALA MA VI MUCHOK,33.2,53,42.9,29.5,44.8,41,25,25,1,2,16,0,19,6,76
2998,GORKHA,38037,MAHENDRA SHAKTI MA VI BAKRANG,30,48.1,38.7,22.2,45.9,54.6,22,22,0,0,15,0,15,7,68.18
